"id","test_type_id","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","conversation","audio_url","transcript","article","cefr_level","difficulty","active","order_index","created_at","updated_at"
"1110","focus-form","Woman: You look a bit stressed. What’s the matter?Man: I’m worried ___ my job interview next week.","to","for","of","about","D","วิตกกังวลมักใช้คู่กับ worried about + สิ่งนั้น",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1111","focus-form","Woman: How far is ___ to the bus stop?Man: Just a couple of blocks away.","it","that","this","there","A","ถามระยะทาง ใช้โครงสร้าง How far is it?",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1112","focus-form","Man: What did you think of Paul’s girlfriend?Woman: I thought she was ___ nice, but she talks all the time.","much","quite","some","enough","B","ใช้ quite เป็นเชิงขยาย แปลว่า 'ค่อนข้างดีทีเดียว'",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1113","focus-form","Man: These two coats look the same. Which one is yours?Woman: I think mine’s the one ___ the right.","to","in","for","on","D","ระบุด้านบน-ซ้าย มักใช้ on right, on the left",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1114","focus-form","Girl: How often do you play football?Boy: Actually, I ___ play football.","often","never","always","usually","B","คำว่า Actually แปลว่า ที่จริงแล้ว... ทำให้ความหมายมักตรงข้ามกัน จึงตอบว่า 'ไม่เคย' (never)",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1115","focus-form","Man: Do you spell your name with ___ without an “e”?Woman: It’s Anne with an “e”.","or","for","but","and","A","ให้เลือกทางใดทางหนึ่ง ให้ใช้การเชื่อมว่า or (หรือ)",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1116","focus-form","Woman: Where did you ___ last night?Man: A new pizzeria in town.","go","been","went","going","A","ใช้คำถามอดีตไปแล้วด้วย did ทำตัวกริยาใหญ่ต้องอยู่ในรูป Infinitive (ไป -> go)",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1117","focus-form","Salesperson: I’m sorry, were you waiting a long time?Customer: No, I’ve only been here ___ a few minutes.","since","from","for","in","C","บอกระยะห้วงเวลาต่อเนื่อง ใช้ for",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1118","focus-form","Woman: Did you and Sally go to the meeting last night?Man: No, ___ couldn’t go. Sally wasn’t well.","she","they","we","I","C","การอ้างอิงของสรรพนามในแง่บุคคลที่ 1 หลายคน จะใช้ we",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1119","focus-form","Man: What do you usually ___ in the evenings?Woman: I like to watch Netflix.","do","doing","done","did","A","หลัง Do / Does ประธานกริยาแท้ต้องเปนรูปไม่ผัน ก็คือ do (แปลว่าทำ)",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1120","focus-form","Man: ___ I speak to Mr. Brown, please?Woman: He’s not here, I’m afraid.","Would","Could","Do","Should","B","ใช้ Could I เป็นวิธีการพูดอย่างสุภาพกว่าในการติดต่อหรือขอร้อง",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1121","focus-form","Girl: I thought it was a bit boring.Boy: Me too. The other team didn’t get the ball very much, ___?","are they","didn’t they","do they","did they","D","เป็น question tag เมื่อประโยคหลักเป็น didn't ท้ายประโยคที่เป็น tag จะต้องเป็นบอกเล่าคือ did they",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1122","focus-form","Man: Do you like Rosie?Woman: She’s OK but she doesn’t say much.Man: Yes, she’s a bit ___.","shy","silly","kind","calm","A","คนที่พูดน้อยหรือไม่ค่อยกล้าแสดงออกเข้ากับคำว่า shy",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1123","focus-form","Boy: What’s the homework for tonight?Girl: The teacher ___ us to revise the irregular verbs.","gave","told","spoke","talked","B","บอกกล่าวเพื่อให้ใครทำบางอย่าง ใช้โครงสร้าง told + someone + to do something",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1124","focus-form","Man: The music was fantastic, wasn’t it?Woman: Yes, it was the best concert I’ve ___ been to.","never","ever","just","already","B","เป็นประสบการณ์ที่สุดยอดเท่าที่ 'เคย' ผ่านมา ใช้ ever (ควบคู่ใน present perfect struct.)",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1125","focus-form","Woman: Is ___ any cake in the fridge?Man: Yes. Help yourself.","it","here","that","there","D","เพื่อพูดถามเกี่ยวกับมีนามนับไม่ได้ (cake) ปริมาณเลยใช้ any คู่กับการถาม Is there?",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1126","focus-form","Wife: I can’t find my keys anywhere!Husband: Oh, look! They’re ___ the kitchen floor.","on","by","at","in","A","ตามสถานที่แบบระบุพื้นผิวเรียบจะใช้บอกตำแหน่ง on (อยู่บนพื้น)",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1127","focus-form","Man: She is great! I can’t get ___ how focused her students are!Woman: Yes! They really like her class!","by","after","over","between","C","get over มีความหมายแฝงว่า เลิกทำใจ/ผ่านพ้น ยอมรับใจ (ทำใจมูฟออนจากความทึ่งไม่ได้)",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1128","focus-form","Man: Beautiful curtains!Woman: Thanks, I made them ___.","myself","me","my me","my","A","ทำสิ่งบางอย่างด้วยตัวเอง ย้ำว่าเป็นฝีมือตัวเอง ใช้ myself",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1129","focus-form","Man: I’ve had almost no energy for three days now.Woman: Then you ___ stay home from work. You need to rest.","had to","would best","had better","would better","C","ใช้ had better คล้าย should หมายความว่า 'เป็นการดีทีสุดที่คุณจะ...' ไม่ทำไม่ได้",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1130","focus-form","Woman: You play the piano, ___ you?","do","don’t","are","aren’t","B","บอกเล่าประโยคข้างหน้าในรูปทั่วๆไป question tag ข้างหลังต้องแปลงเป็นปฏิเสธ don't you",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1131","focus-form","Man: Will you be at John’s party tomorrow?Woman: Well, I’ll come ___ I finish work in time.","if","while","when","unless","A","เป็นแนวประโยคเงื่อนไข ว่าจะทำสิ่งหนึ่งได้ก็ต่อเมื่ออีกสิ่งสำเร็จ IF I finish",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1132","focus-form","Woman: Do you know Tony?Man: Is he the one ___ son is a doctor?Woman: That’s him!","who","whom","which","whose","D","ระบุสถานะความเป็นเจ้าของเพื่อขยาย ใคร/คนไหน โดยแปลว่า ...ลูกชาย'ของเขา'เป็นคุณหมอ ใช้ whose",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1133","focus-form","Woman: You play the piano beautifully!Man: Thank you! ___ you like me to play another song?","Should","Do","Would","Will","C","เมื่อจะเสนอสิ่งบางอย่างด้วยภาษาที่สูงส่งใช้ would you like...",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
